EVENT,BOUT,ROUND,FIGHTER,SIG.STR. LANDED,SIG.STR. ATTEMPTED,SIG.STR. %,TOTAL STR. LANDED,TOTAL STR. ATTEMPTED,TD LANDED,TD ATTEMPTED,TD %
UFC 298: Volkanovski vs. Topuria,Andrea Lee vs. Miranda Maverick,Round 2,Miranda Maverick,23,48,47.0,47,74,1,3,33.0
UFC 298: Volkanovski vs. Topuria,Andrea Lee vs. Miranda Maverick,Round 3,Miranda Maverick,19,45,42.0,28,55,1,3,33.0
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 1,Jack Hermansson,16,38,42.0,16,38,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 2,Jack Hermansson,19,38,50.0,19,38,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 3,Jack Hermansson,37,69,53.0,43,77,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 4,Jack Hermansson,33,57,57.0,58,84,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 5,Jack Hermansson,16,33,48.0,52,90,1,1,100.0
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 1,Joe Pyfer,24,58,41.0,24,58,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 2,Joe Pyfer,22,60,36.0,22,60,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 3,Joe Pyfer,20,65,30.0,20,65,0,3,0.0
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 4,Joe Pyfer,22,46,47.0,23,48,0,3,0.0
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Round 5,Joe Pyfer,4,21,19.0,6,23,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Dan Ige vs. Andre Fili,Round 1,Dan Ige,11,19,57.0,11,19,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Dan Ige vs. Andre Fili,Round 1,Andre Fili,8,33,24.0,8,33,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek vs. Ihor Potieria,Round 1,Robert Bryczek,12,35,34.0,16,40,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek vs. Ihor Potieria,Round 2,Robert Bryczek,12,56,21.0,12,56,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek vs. Ihor Potieria,Round 3,Robert Bryczek,8,42,19.0,13,47,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek vs. Ihor Potieria,Round 1,Ihor Potieria,14,41,34.0,22,51,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek vs. Ihor Potieria,Round 2,Ihor Potieria,28,62,45.0,28,62,0,2,0.0
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek vs. Ihor Potieria,Round 3,Ihor Potieria,25,65,38.0,27,68,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares vs. Gregory Rodrigues,Round 1,Brad Tavares,14,30,46.0,19,36,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares vs. Gregory Rodrigues,Round 2,Brad Tavares,18,39,46.0,18,39,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares vs. Gregory Rodrigues,Round 3,Brad Tavares,5,15,33.0,5,15,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares vs. Gregory Rodrigues,Round 1,Gregory Rodrigues,25,49,51.0,29,55,1,3,33.0
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares vs. Gregory Rodrigues,Round 2,Gregory Rodrigues,22,40,55.0,26,46,1,3,33.0
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares vs. Gregory Rodrigues,Round 3,Gregory Rodrigues,24,34,70.0,24,34,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers,Round 1,Michael Johnson,32,60,53.0,32,60,1,2,50.0
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers,Round 2,Michael Johnson,27,46,58.0,40,64,2,4,50.0
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers,Round 3,Michael Johnson,2,6,33.0,8,14,1,2,50.0
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers,Round 1,Darrius Flowers,20,36,55.0,20,36,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers,Round 2,Darrius Flowers,7,20,35.0,11,27,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers,Round 3,Darrius Flowers,6,8,75.0,21,23,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira vs. Armen Petrosyan,Round 1,Rodolfo Vieira,6,11,54.0,14,21,3,3,100.0
UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira vs. Armen Petrosyan,Round 1,Armen Petrosyan,9,20,45.0,14,25,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles vs. Carlos Prates,Round 1,Trevin Giles,35,55,63.0,35,55,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles vs. Carlos Prates,Round 2,Trevin Giles,33,47,70.0,35,50,0,2,0.0
UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles vs. Carlos Prates,Round 1,Carlos Prates,24,44,54.0,24,44,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles vs. Carlos Prates,Round 2,Carlos Prates,13,28,46.0,14,29,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timmy Cuamba,Round 1,Bolaji Oki,29,61,47.0,30,64,1,1,100.0
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timmy Cuamba,Round 2,Bolaji Oki,10,25,40.0,10,26,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timmy Cuamba,Round 3,Bolaji Oki,21,66,31.0,21,67,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timmy Cuamba,Round 1,Timmy Cuamba,9,43,20.0,9,43,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timmy Cuamba,Round 2,Timmy Cuamba,11,21,52.0,13,23,1,4,25.0
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timmy Cuamba,Round 3,Timmy Cuamba,13,30,43.0,13,30,0,2,0.0
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil,Round 1,Loma Lookboonmee,15,34,44.0,17,38,1,1,100.0
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil,Round 2,Loma Lookboonmee,25,50,50.0,28,54,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil,Round 3,Loma Lookboonmee,18,28,64.0,28,39,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil,Round 1,Bruna Brasil,8,20,40.0,11,27,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil,Round 2,Bruna Brasil,12,30,40.0,14,33,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil,Round 3,Bruna Brasil,8,13,61.0,27,39,1,1,100.0
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark vs. Marcin Prachnio,Round 1,Devin Clark,11,29,37.0,11,29,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark vs. Marcin Prachnio,Round 2,Devin Clark,19,36,52.0,19,36,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark vs. Marcin Prachnio,Round 3,Devin Clark,23,62,37.0,23,62,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark vs. Marcin Prachnio,Round 1,Marcin Prachnio,23,47,48.0,27,53,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark vs. Marcin Prachnio,Round 2,Marcin Prachnio,30,60,50.0,32,62,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark vs. Marcin Prachnio,Round 3,Marcin Prachnio,48,82,58.0,53,89,1,1,100.0
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Round 1,Max Griffin,6,18,33.0,13,26,1,1,100.0
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Round 2,Max Griffin,10,16,62.0,11,17,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Round 3,Max Griffin,10,19,52.0,12,22,0,1,0.0
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Round 1,Jeremiah Wells,7,26,26.0,7,26,1,2,50.0
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Round 2,Jeremiah Wells,17,36,47.0,17,36,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Round 3,Jeremiah Wells,8,24,33.0,19,35,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Zac Pauga vs. Bogdan Guskov,Round 1,Zac Pauga,17,26,65.0,19,28,0,2,0.0
UFC Fight Night: Hermansson vs. Pyfer,Zac Pauga vs. Bogdan Guskov,Round 1,Bogdan Guskov,10,29,34.0,25,44,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia vs. Hyder Amil,Round 1,Fernie Garcia,11,26,42.0,16,34,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia vs. Hyder Amil,Round 2,Fernie Garcia,15,53,28.0,15,53,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia vs. Hyder Amil,Round 1,Hyder Amil,39,64,60.0,68,113,1,3,33.0
UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia vs. Hyder Amil,Round 2,Hyder Amil,40,80,50.0,41,81,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos vs. Aoriqileng,Round 1,Daniel Marcos,36,63,57.0,38,65,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos vs. Aoriqileng,Round 2,Daniel Marcos,45,63,71.0,46,64,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos vs. Aoriqileng,Round 1,Aoriqileng,22,54,40.0,22,55,0,0,
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos vs. Aoriqileng,Round 2,Aoriqileng,23,41,56.0,23,41,0,0,
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 1,Roman Dolidze,8,33,24.0,8,35,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 2,Roman Dolidze,5,30,16.0,17,50,0,0,
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 3,Roman Dolidze,8,29,27.0,15,38,0,0,
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 4,Roman Dolidze,6,31,19.0,11,37,0,0,
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 5,Roman Dolidze,7,29,24.0,8,30,0,3,0.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 1,Nassourdine Imavov,51,75,68.0,69,109,0,0,
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 2,Nassourdine Imavov,9,22,40.0,14,28,0,0,
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 3,Nassourdine Imavov,20,33,60.0,26,39,0,0,
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 4,Nassourdine Imavov,14,26,53.0,22,34,0,0,
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Round 5,Nassourdine Imavov,18,33,54.0,23,38,0,0,
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,Round 1,Renato Moicano,6,12,50.0,43,54,1,2,50.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,Round 2,Renato Moicano,2,5,40.0,34,42,2,3,66.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,Round 3,Renato Moicano,15,25,60.0,65,81,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,Round 1,Drew Dober,6,20,30.0,7,21,0,0,
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,Round 2,Drew Dober,6,13,46.0,17,25,1,1,100.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,Round 3,Drew Dober,11,26,42.0,12,27,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Randy Brown vs. Muslim Salikhov,Round 1,Randy Brown,13,46,28.0,13,46,0,0,
UFC Fight Night: Dolidze vs. Imavov,Randy Brown vs. Muslim Salikhov,Round 1,Muslim Salikhov,10,22,45.0,10,22,0,0,
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,Round 1,Viviane Araujo,8,15,53.0,36,43,1,4,25.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,Round 2,Viviane Araujo,9,21,42.0,18,35,0,3,0.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,Round 3,Viviane Araujo,9,31,29.0,9,32,0,2,0.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,Round 1,Natalia Silva,8,32,25.0,16,40,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,Round 2,Natalia Silva,12,38,31.0,22,48,0,0,
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,Round 3,Natalia Silva,18,58,31.0,27,69,0,0,
UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev vs. Makhmud Muradov,Round 1,Aliaskhab Khizriev,1,2,50.0,1,2,0,0,
UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev vs. Makhmud Muradov,Round 1,Makhmud Muradov,1,1,100.0,1,1,0,0,
UFC Fight Night: Dolidze vs. Imavov,Gilbert Urbina vs. Charles Radtke,Round 1,Gilbert Urbina,16,38,42.0,16,38,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Gilbert Urbina vs. Charles Radtke,Round 1,Charles Radtke,30,47,63.0,33,51,0,0,
UFC Fight Night: Dolidze vs. Imavov,Molly McCann vs. Diana Belbita,Round 1,Molly McCann,42,91,46.0,43,92,2,2,100.0
UFC Fight Night: Dolidze vs. Imavov,Molly McCann vs. Diana Belbita,Round 1,Diana Belbita,29,77,37.0,29,77,0,0,
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum vs. Charles Johnson,Round 1,Azat Maksum,15,50,30.0,17,52,1,3,33.0
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum vs. Charles Johnson,Round 2,Azat Maksum,9,51,17.0,9,51,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum vs. Charles Johnson,Round 3,Azat Maksum,14,62,22.0,14,63,1,3,33.0
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum vs. Charles Johnson,Round 1,Charles Johnson,14,33,42.0,15,35,0,3,0.0
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum vs. Charles Johnson,Round 2,Charles Johnson,23,43,53.0,24,45,1,2,50.0
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum vs. Charles Johnson,Round 3,Charles Johnson,39,64,60.0,42,69,1,1,100.0
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo vs. Pete Rodriguez,Round 1,Themba Gorimbo,12,18,66.0,12,18,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo vs. Pete Rodriguez,Round 1,Pete Rodriguez,0,5,0.0,0,5,0,0,
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder,Round 1,JeongYeong Lee,19,29,65.0,31,45,0,0,
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder,Round 2,JeongYeong Lee,20,32,62.0,32,51,1,1,100.0
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder,Round 3,JeongYeong Lee,10,21,47.0,12,25,1,2,50.0
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder,Round 1,Blake Bilder,8,25,32.0,9,27,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder,Round 2,Blake Bilder,6,22,27.0,15,35,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder,Round 3,Blake Bilder,5,7,71.0,12,15,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,Round 1,Luana Carolina,12,32,37.0,35,61,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,Round 2,Luana Carolina,25,55,45.0,43,80,0,0,
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,Round 3,Luana Carolina,29,49,59.0,60,89,2,2,100.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,Round 1,Julija Stoliarenko,6,25,24.0,6,26,1,2,50.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,Round 2,Julija Stoliarenko,10,28,35.0,14,35,0,1,0.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,Round 3,Julija Stoliarenko,0,6,0.0,1,7,0,2,0.0
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,Round 1,Landon Quinones,19,47,40.0,31,62,1,3,33.0
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,Round 2,Landon Quinones,18,48,37.0,22,53,0,0,
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,Round 3,Landon Quinones,18,54,33.0,25,61,0,0,
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,Round 1,MarQuel Mederos,12,36,33.0,15,42,0,0,
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,Round 2,MarQuel Mederos,21,55,38.0,26,61,0,0,
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,Round 3,MarQuel Mederos,27,55,49.0,33,62,0,5,0.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,Round 1,Thomas Petersen,9,17,52.0,46,57,1,2,50.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,Round 2,Thomas Petersen,22,32,68.0,40,56,0,2,0.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,Round 3,Thomas Petersen,27,37,72.0,30,40,0,2,0.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,Round 1,Jamal Pogues,24,43,55.0,24,43,0,0,
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,Round 2,Jamal Pogues,22,35,62.0,22,35,0,0,
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,Round 3,Jamal Pogues,19,46,41.0,20,47,0,0,
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 1,Sean Strickland,34,75,45.0,39,80,0,0,
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 2,Sean Strickland,22,62,35.0,26,66,0,0,
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 3,Sean Strickland,31,87,35.0,31,87,0,0,
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 4,Sean Strickland,33,85,38.0,34,87,0,0,
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 5,Sean Strickland,53,99,53.0,53,99,0,0,
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 1,Dricus Du Plessis,18,51,35.0,19,52,2,3,66.0
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 2,Dricus Du Plessis,26,60,43.0,26,60,1,1,100.0
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 3,Dricus Du Plessis,29,84,34.0,29,85,0,0,
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 4,Dricus Du Plessis,29,73,39.0,31,75,3,5,60.0
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Round 5,Dricus Du Plessis,35,86,40.0,35,86,0,2,0.0
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 1,Raquel Pennington,11,22,50.0,26,39,0,2,0.0
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 2,Raquel Pennington,33,52,63.0,47,66,0,0,
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 3,Raquel Pennington,27,43,62.0,52,68,1,1,100.0
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 4,Raquel Pennington,29,38,76.0,75,86,0,0,
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 5,Raquel Pennington,34,46,73.0,65,83,0,0,
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 1,Mayra Bueno Silva,18,22,81.0,27,31,2,2,100.0
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 2,Mayra Bueno Silva,20,30,66.0,29,41,0,1,0.0
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 3,Mayra Bueno Silva,17,20,85.0,20,23,0,2,0.0
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 4,Mayra Bueno Silva,7,8,87.0,8,10,1,2,50.0
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Round 5,Mayra Bueno Silva,7,8,87.0,12,13,0,2,0.0
UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott,Round 1,Neil Magny,5,25,20.0,12,32,0,0,
UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott,Round 2,Neil Magny,6,15,40.0,18,29,0,1,0.0
UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott,Round 3,Neil Magny,46,62,74.0,80,98,1,1,100.0
UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott,Round 1,Mike Malott,20,31,64.0,20,31,0,0,
UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott,Round 2,Mike Malott,21,30,70.0,67,79,2,2,100.0
UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott,Round 3,Mike Malott,4,6,66.0,13,18,2,4,50.0
UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault,Round 1,Chris Curtis,23,48,47.0,23,48,0,0,
UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault,Round 2,Chris Curtis,51,99,51.0,51,99,0,0,
UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault,Round 3,Chris Curtis,66,111,59.0,70,115,0,0,
UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault,Round 1,Marc-Andre Barriault,18,46,39.0,18,46,0,0,
UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault,Round 2,Marc-Andre Barriault,45,85,52.0,45,85,0,0,
UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault,Round 3,Marc-Andre Barriault,59,112,52.0,61,114,0,0,
UFC 297: Strickland vs. Du Plessis,Arnold Allen vs. Movsar Evloev,Round 1,Arnold Allen,12,40,30.0,13,41,0,0,
UFC 297: Strickland vs. Du Plessis,Arnold Allen vs. Movsar Evloev,Round 2,Arnold Allen,18,42,42.0,18,42,0,0,
UFC 297: Strickland vs. Du Plessis,Arnold Allen vs. Movsar Evloev,Round 3,Arnold Allen,29,58,50.0,30,60,0,0,
UFC 297: Strickland vs. Du Plessis,Arnold Allen vs. Movsar Evloev,Round 1,Movsar Evloev,13,28,46.0,22,38,2,9,22.0
UFC 297: Strickland vs. Du Plessis,Arnold Allen vs. Movsar Evloev,Round 2,Movsar Evloev,21,47,44.0,25,52,2,2,100.0
UFC 297: Strickland vs. Du Plessis,Arnold Allen vs. Movsar Evloev,Round 3,Movsar Evloev,17,43,39.0,25,51,1,6,16.0
UFC 297: Strickland vs. Du Plessis,Brad Katona vs. Garrett Armfield,Round 1,Brad Katona,20,48,41.0,23,52,1,2,50.0
UFC 297: Strickland vs. Du Plessis,Brad Katona vs. Garrett Armfield,Round 2,Brad Katona,25,66,37.0,27,71,1,4,25.0
UFC 297: Strickland vs. Du Plessis,Brad Katona vs. Garrett Armfield,Round 3,Brad Katona,19,41,46.0,26,49,2,3,66.0
UFC 297: Strickland vs. Du Plessis,Brad Katona vs. Garrett Armfield,Round 1,Garrett Armfield,31,51,60.0,31,51,0,0,
UFC 297: Strickland vs. Du Plessis,Brad Katona vs. Garrett Armfield,Round 2,Garrett Armfield,41,66,62.0,41,66,0,0,
UFC 297: Strickland vs. Du Plessis,Brad Katona vs. Garrett Armfield,Round 3,Garrett Armfield,33,51,64.0,58,76,0,1,0.0
UFC 297: Strickland vs. Du Plessis,Charles Jourdain vs. Sean Woodson,Round 1,Charles Jourdain,18,51,35.0,20,53,0,1,0.0
UFC 297: Strickland vs. Du Plessis,Charles Jourdain vs. Sean Woodson,Round 2,Charles Jourdain,22,46,47.0,27,51,0,2,0.0
UFC 297: Strickland vs. Du Plessis,Charles Jourdain vs. Sean Woodson,Round 3,Charles Jourdain,20,59,33.0,31,71,0,1,0.0
UFC 297: Strickland vs. Du Plessis,Charles Jourdain vs. Sean Woodson,Round 1,Sean Woodson,31,72,43.0,39,80,0,0,
UFC 297: Strickland vs. Du Plessis,Charles Jourdain vs. Sean Woodson,Round 2,Sean Woodson,28,51,54.0,41,67,0,1,0.0
UFC 297: Strickland vs. Du Plessis,Charles Jourdain vs. Sean Woodson,Round 3,Sean Woodson,21,45,46.0,22,46,1,2,50.0
UFC 297: Strickland vs. Du Plessis,Serhiy Sidey vs. Ramon Taveras,Round 1,Serhiy Sidey,17,51,33.0,17,52,0,1,0.0
UFC 297: Strickland vs. Du Plessis,Serhiy Sidey vs. Ramon Taveras,Round 2,Serhiy Sidey,39,108,36.0,41,110,0,3,0.0
UFC 297: Strickland vs. Du Plessis,Serhiy Sidey vs. Ramon Taveras,Round 3,Serhiy Sidey,23,67,34.0,23,67,0,0,
